mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,Emotion
-492.5573,49.54761,-22.959564,-0.34316766,-4.9145174,-1.6784974,-17.298035,-6.868443,-14.711226,-11.103226,-8.398214,-1.8487425,-10.466315,8.1597804e-08,-2.0399451e-08,-3.0599175e-08,-1.01997255e-08,-2.5499314e-09,-1.01997255e-08,1.01997255e-08,-5.0998628e-09,-5.0998628e-09,0.0,5.0998628e-09,5.0998628e-09,0.0,3.569904e-08,8.92476e-09,2.5499314e-09,0.0,0.0,0.0,1.2749657e-09,0.0,1.593707e-09,2.5499314e-09,-4.46238e-09,3.824897e-09,6.3748284e-10,6
-774.637,83.80822,5.2389917,14.264655,3.8243887,10.357868,-7.8378077,4.529958,-4.6091676,-6.303841,-6.371518,-2.5172188,-5.2527313,0.07978452,0.09352292,0.05029499,0.013545817,-0.004068647,-0.0085402215,-0.0070257606,-0.0044235843,-0.0012140117,-0.0016668746,-0.004227866,-0.0045875716,-0.005000138,-0.0069227796,-0.008017232,-0.0067895898,-0.008989308,-0.010273467,-0.007967968,-0.0038797816,0.0011897571,0.008699427,0.016442625,0.017565018,0.010617246,0.001997757,1
-609.68494,66.739136,1.9552311,13.980824,2.8872035,9.379618,-18.42977,8.306554,-15.772386,-11.139019,-3.5092566,-3.8673432,-2.2984464,0.16463126,0.059187125,0.05951109,0.018740015,-0.052177943,0.0127339205,-0.04575313,0.04713355,-0.020611145,-0.040624253,-0.0019622727,-0.03220269,0.0049468763,-0.022713216,0.004140783,0.007320134,-0.016507924,-0.010750938,0.0008138759,0.00015103686,-0.010143757,-0.0017937849,-0.0052816207,0.004711934,0.0013800191,-0.019260805,2
-757.8666,66.572655,-7.5641394,6.565245,3.2300367,2.8694148,-13.5274105,-7.3511014,-9.434938,-14.1829405,-5.609464,-4.0204344,-6.9133015,0.0,0.0,-5.0458957e-09,0.0,2.0183583e-08,2.5229479e-09,1.0091791e-08,5.0458957e-09,0.0,0.0,-2.5229479e-09,0.0,0.0,1.7660636e-08,-1.5137688e-08,-1.26147395e-08,6.3073696e-10,4.7305275e-09,6.938107e-09,1.2614739e-09,-6.3073696e-10,2.5229479e-09,-6.3073696e-10,-5.0458957e-09,0.0,6.3073696e-10,4
-540.1348,62.67366,-8.608327,5.0649834,-2.0821028,4.9223366,-17.179525,-3.2822502,-13.013094,-14.379388,-7.768273,-2.5786316,-5.4153395,0.01301803,0.013809825,0.0055909846,0.0020200887,0.0036029015,0.0060265283,0.006122309,0.0021439863,-0.0043876427,-0.0070505217,-0.001993581,0.0053838445,0.0077671567,-0.005846712,0.0002632479,0.009712728,0.004682982,-0.001410483,0.00082640134,0.000115787574,-0.004236811,-0.00027145597,0.0062698554,0.002425463,-0.003372041,0.0002687259,6
-644.6766,80.27016,-3.3741183,10.959202,10.431683,16.189016,-10.128767,3.6584203,2.0732021,-4.7838817,-5.5765715,1.6784768,1.5709339,0.046238244,0.057476453,0.039334018,0.02255812,0.013979454,0.011027214,0.008767175,0.0074696145,0.008929313,0.010030874,0.006949953,0.002292909,0.0010139662,0.03213316,0.046061955,0.044135954,0.03547639,0.022751452,0.010894673,0.0037683814,0.0060650753,0.01709019,0.0245279,0.017836817,0.004402347,-0.0011132499,7
-613.9559,53.497555,-7.3458676,8.402366,-5.057051,0.014092899,-7.937771,-1.2529582,-6.8907747,-7.676546,-8.091001,-3.1088774,-5.5845933,-7.553856e-08,3.776928e-08,1.8294495e-08,-4.72116e-09,-4.72116e-09,-4.72116e-09,4.72116e-09,-4.72116e-09,-1.18029e-09,-4.72116e-09,-9.44232e-09,9.44232e-09,4.72116e-09,-1.416348e-08,-5.90145e-09,1.416348e-08,5.90145e-09,-7.08174e-09,-2.36058e-09,-1.770435e-09,1.18029e-09,3.54087e-09,1.0032465e-08,7.2292763e-09,0.0,-5.90145e-09,7
-795.45575,67.956406,4.6409354,19.367409,-2.8678474,14.25048,-5.8009605,0.802728,-5.2538614,-3.9676266,-2.3262947,-3.537517,1.5187367,0.014148087,0.018949153,0.016332712,0.013607834,0.012271143,0.01278402,0.014285115,0.015352068,0.014919046,0.012763643,0.009633172,0.006859817,0.0054527647,0.0075141536,0.0104079135,0.009687172,0.008701113,0.008182033,0.008504164,0.009184763,0.009495583,0.009013708,0.0076764827,0.0059579983,0.004724665,0.004340351,2
-813.41406,67.55548,-1.2800802,10.955189,-4.2978034,3.6534386,-8.229602,1.3483253,-11.021526,-6.821737,-6.3174386,-3.7164958,-3.8207858,0.022140786,0.031205118,0.027544599,0.022737822,0.017063374,0.0086241225,0.0034185573,0.0011546877,0.0001224353,-0.0031573684,-0.007596887,-0.008826162,-0.010786498,0.012860346,0.012161237,0.0067757587,0.008637811,0.011389245,0.011400741,0.0076214327,0.005817732,0.0040435446,0.0011014302,-0.0007164147,-0.002438128,-0.0024134556,1
-731.1763,78.43206,16.719242,23.83581,11.185204,21.683928,3.0319204,12.630563,3.041863,-0.76829726,0.84978044,4.324527,3.9250906,-0.009398207,-0.013058593,-0.012420622,-0.011527137,-0.010541829,-0.00956752,-0.008614551,-0.007627887,-0.0065521426,-0.005391175,-0.004224474,-0.003170967,-0.0023256238,-0.004408707,-0.0060532456,-0.005564409,-0.0049062017,-0.0042228037,-0.0035925712,-0.0030024468,-0.0023830154,-0.0016797573,-0.0009141372,-0.000193245,0.00033802434,0.0005738843,2
-574.62115,59.43852,-9.238153,2.2368608,-5.1890798,3.0477917,-12.105286,-5.463062,-6.3805485,-7.9583545,-10.414834,-2.5865512,-1.7281622,0.0002949122,0.00041690446,0.00041667031,0.00041626053,0.00041563128,0.00041487027,0.00041391415,0.0004128117,0.00041152205,0.0004100775,0.00040847505,0.00040668965,0.00040475547,0.00023954055,0.00033875438,0.0003385629,0.00033832085,0.00033790438,0.00033741657,0.00033680833,0.00033609703,0.00033526897,0.00033433785,0.00033330306,0.00033217075,0.00033091463,5
-486.49353,40.735443,-19.220406,-1.5862567,-10.93102,-10.286836,-17.635773,2.903333,-12.906137,-11.717215,-3.2552629,-6.271727,-7.1270485,0.0,-3.460043e-08,-1.7300215e-08,0.0,-8.650107e-09,0.0,1.7300215e-08,0.0,0.0,4.3250536e-09,-2.1625268e-09,4.3250536e-09,2.1625268e-09,1.7300215e-08,-1.5137688e-08,4.3250536e-09,-2.1625268e-09,8.650107e-09,-3.2437901e-09,-1.0812634e-09,4.3250536e-09,-3.2437901e-09,3.2437901e-09,-5.406317e-09,2.1625268e-09,-6.4875803e-09,5
-803.4204,95.96541,15.614532,24.372168,8.626953,15.366283,1.569318,9.293927,-3.7297473,-3.038248,-5.170259,0.17862089,4.999666,0.05862907,0.040632978,0.013701981,-0.0076027857,-0.0155502455,-0.010885792,-0.013016642,-0.015583692,-0.02388945,-0.0059056813,-0.0030155005,-0.00700794,-0.010400007,0.060770877,0.06369026,0.031886067,0.018489443,0.008136203,4.3509917e-05,0.005964054,0.005794837,0.009927919,0.011612185,0.009558599,0.009408237,0.0039376607,1
-639.0809,85.53744,0.43646136,16.549454,6.115951,14.829132,1.0527761,11.962777,-6.8600607,-9.710836,-1.4315062,2.2508833,2.895324,-0.3117677,-0.15548137,0.12345713,0.031859178,-0.019308586,0.00015777114,-0.03532333,0.0017141353,0.08238081,0.059611045,0.01843401,0.0008137105,-0.03675973,-0.03240017,-0.002310928,0.013061017,-0.015241931,-0.0016716644,0.008281962,0.00010331741,-0.00439356,0.0065177176,0.0062780636,-0.0001759637,0.010131246,0.010092695,3
-733.41925,66.08159,-1.0559802,11.281082,0.8703003,3.8162937,-10.106809,3.1320896,-7.618229,-4.817988,-4.882443,-3.217923,-2.8769073,0.0010909665,0.0014583201,0.0012301846,0.00092218,0.0006015796,0.00030688502,3.5746663e-05,-0.00023956115,-0.0005402864,-0.0008536767,-0.0011286067,-0.0012973103,-0.0013109129,0.0010454229,0.0013998942,0.0011879776,0.00090056227,0.0005991701,0.00031919987,5.9003993e-05,-0.00020603454,-0.00049462984,-0.0007945786,-0.0010587701,-0.0012250287,-0.0012483842,2
-635.10657,83.826706,-10.129556,22.928902,0.2282121,19.921408,-5.8006287,1.6598918,-7.367158,-6.294308,-0.4196456,2.158689,-0.6581149,-0.24223554,-0.23755005,-0.07907499,-0.04379932,-0.0668254,-0.055057365,-0.022172423,0.0075858193,0.018979035,0.0015938908,-0.02577859,-0.040397033,-0.029139113,0.05654097,0.04237523,-0.004566455,-0.0040749353,-0.00030387187,-0.009466936,-0.0054991017,0.004077789,0.008663895,0.01165236,0.0091335345,0.0061273486,0.0053989096,6
-585.5363,57.920277,-11.156422,7.034923,-10.53684,-2.6222427,-13.196133,-3.0339098,-9.166487,-9.644704,-5.227263,-3.4382126,-5.845417,0.00043491198,0.00061339966,0.0006080153,0.000599236,0.0005871166,0.00057193765,0.0005538429,0.0005331838,0.0005102751,0.00048547043,0.0004591896,0.00043183196,0.00040382403,0.00010758267,0.00015080602,0.00014718297,0.00014125332,0.00013303985,0.00012261502,0.00011017448,9.58119e-05,7.972478e-05,6.207781e-05,4.3079614e-05,2.2968037e-05,1.9506974e-06,5
-511.03976,51.8201,-9.993665,14.506677,-0.10970942,15.009616,0.6611077,7.2041593,-2.451524,1.8309069,-2.2489307,1.2826427,4.4075522,0.005371809,0.007839362,0.008348525,0.008658837,0.008462434,0.007877424,0.0073474697,0.0072611966,0.0076204636,0.008042887,0.008092766,0.007653326,0.0070204125,-0.0001873225,-0.00026888153,-0.00028207837,-0.00030555823,-0.00033748025,-0.00037126476,-0.00039839992,-0.00041316575,-0.00041605285,-0.0004125759,-0.00040899465,-0.00040836385,-0.00041044565,6
-729.6451,90.26179,15.324878,20.671213,12.210694,22.290167,2.6380312,13.18047,3.1957138,-5.680963,0.9101727,5.345103,2.7751663,-0.08089137,-0.10043416,-0.07250847,-0.05274188,-0.045150537,-0.04060529,-0.034577206,-0.029386042,-0.026694654,-0.024792956,-0.021534694,-0.017052779,-0.012641934,0.035156727,0.037618462,0.0138926655,-0.0016175807,-0.0055072815,-0.006202467,-0.00788381,-0.008559127,-0.0069211475,-0.0047292546,-0.0040322384,-0.0046921857,-0.0054989085,1
-743.0997,94.52474,9.164044,18.497334,6.5685306,16.147558,-2.6092515,4.931756,1.1418345,2.774631,1.0956551,-0.046726227,0.8706067,0.0065836697,0.008740881,0.007751019,0.0069062035,0.00535053,0.002153578,-0.0019520781,-0.0042719217,-0.0031937335,-0.00090730836,-0.00040313991,-0.0018078763,-0.0032441253,0.0074822204,0.010654376,0.010434358,0.009646965,0.008227377,0.00569039,0.0027219842,0.0010122482,0.00082025904,0.00064778037,-0.0008137965,-0.0026840633,-0.0030250621,2
-655.0313,71.30412,14.268497,13.547086,1.2832726,10.75624,-10.973635,2.083678,-9.299654,-1.2520522,-1.5844629,-0.9595268,-3.6179557,0.003981316,0.0050596916,0.0034354583,0.0010051508,-0.0018609721,-0.004727183,-0.0071590194,-0.008789216,-0.009372645,-0.0088219475,-0.007218095,-0.004795365,-0.0019026954,-0.0047349464,-0.0064085363,-0.0055824285,-0.0043233763,-0.0027915267,-0.0011802788,0.0003093411,0.0014951921,0.0022378014,0.002458287,0.0021473477,0.0013654901,0.00023323538,8
-743.48145,63.87134,-4.8289914,5.114685,-4.7495217,1.9668179,-11.300987,-3.1080587,-7.8457546,-5.4446235,-5.401912,-5.2069607,-7.651033,0.0075900853,0.010207834,0.008806313,0.006959017,0.005112582,0.003512961,0.0021421902,0.0008341797,-0.00052693015,-0.0018720839,-0.002968545,-0.0035737902,-0.00360568,-0.0065326346,-0.008877667,-0.007892486,-0.006520631,-0.0050192736,-0.0035517763,-0.0021532488,-0.0007865518,0.0005612162,0.0018159162,0.0028331524,0.003479004,0.0037144301,3
-492.18,49.666527,-22.99174,-4.6613684,-8.348239,-8.927062,-16.489265,1.0407614,-11.389231,-13.394451,-4.715755,-6.341322,-8.505687,-1.5220738e-07,0.0,0.0,1.3080321e-08,-9.512961e-09,-9.512961e-09,0.0,3.5673602e-09,-1.4269441e-08,9.512961e-09,0.0,-1.9025922e-08,0.0,1.4269441e-08,2.3782403e-09,-1.0702081e-08,9.512961e-09,-3.5673602e-09,-2.9728002e-09,1.1891201e-09,-2.9728002e-09,5.3510405e-09,2.3782403e-09,2.3782403e-09,-2.9728002e-09,3.5673602e-09,5
-662.16785,62.484493,11.705347,15.61285,1.7662816,13.506763,-6.144958,5.281703,-10.323217,-5.9491606,2.4669416,-0.051119074,-1.9055104,-0.0015694374,-0.0021824283,-0.0020836466,-0.0019536794,-0.001817329,-0.0016744137,-0.0014970469,-0.0012464467,-0.00089860515,-0.00046181123,2.4878702e-05,0.0005123227,0.00096679846,-0.00064633647,-0.00091249304,-0.00091701053,-0.0009502131,-0.0010344483,-0.0011799197,-0.0013809537,-0.0016234101,-0.0018968721,-0.0022031602,-0.0025553177,-0.0029670184,-0.0034399102,6
-688.5447,65.38418,0.43299642,19.515593,-2.8996837,3.4072015,-3.8614905,4.8657184,-13.095988,-3.2899323,-3.311427,-4.2628174,2.6169984,0.0043184697,0.004478222,0.0008531222,-0.0022437694,-0.0033128855,-0.0026682827,-0.0013133668,0.00021554976,0.0016655608,0.0024079308,0.001782306,0.00014562898,-0.0010598457,-0.0004115492,-0.00069473236,-0.00072099234,-0.00021970575,0.0006249302,0.0011222811,0.00094787724,0.0005440785,0.00046660937,0.0005920696,0.00031780108,-0.0005012394,-0.0011816587,7
-667.41974,66.74701,2.7825906,12.949356,-1.6199372,10.933564,-0.66148496,0.04536776,-6.499542,-0.4241968,-4.9532723,0.20708342,0.042869795,0.0047331485,0.0066842632,0.006656053,0.0066092713,0.0065446687,0.006463091,0.006365429,0.0062530655,0.0061273403,0.005989794,0.005842106,0.005686029,0.0055233743,-0.0009137171,-0.00129688,-0.0013106127,-0.0013331753,-0.0013640855,-0.0014026861,-0.0014481373,-0.0014994765,-0.0015555784,-0.0016152259,-0.0016771116,-0.0017398585,-0.0018020647,8
-697.8931,57.889782,-9.41124,4.0594163,-2.6710486,0.11875228,-11.8792305,-0.5951152,-9.328576,-9.178227,-5.598507,-3.6605642,-5.828928,-0.00018254033,-0.00025975262,-0.00025825735,-0.00023905437,-0.00019027421,-0.00011259538,-2.0980835e-05,6.304258e-05,0.00012314173,0.00015668516,0.00017433403,0.00019093501,0.00021434714,-0.0013337459,-0.0018276918,-0.0016636312,-0.0014225384,-0.0011361866,-0.0008270314,-0.00050418905,-0.00017033756,0.00016660786,0.00048553356,0.0007544697,0.00094245246,0.001033614,8
-662.5208,62.06525,-5.5621223,8.901407,3.3156805,5.059976,-9.163241,-2.870701,-8.419814,-3.0926406,-1.9216999,-0.54688436,-5.794179,-0.024256581,-0.019915104,0.006842888,0.017946264,0.0091386875,0.0029064605,0.016432296,0.038116585,0.043106433,0.025621995,0.005276325,0.0012241122,0.0097697405,-0.010760206,-0.011268847,-0.0037947479,-0.00031642293,-0.002138382,-0.0034680173,0.00020907431,0.0059123416,0.007190923,0.0026429463,-0.002394143,-0.0027529977,0.0004766399,3
-860.1766,48.923897,8.371166,14.348907,-0.6718895,4.5578666,-8.012007,4.147875,-7.014009,-1.4317666,-2.1325843,-1.1350601,-1.0969204,-0.005803531,-0.0057809968,-0.0012617763,0.0005551171,-0.000828625,-0.0016965375,-0.00094967405,-0.0009894519,-0.0015575099,-0.00065466424,2.600483e-06,-0.0013270127,-0.0021511402,0.011668736,0.01451903,0.010635146,0.007456919,0.0048654876,0.0026343754,0.001523111,0.0010923449,0.00049045833,0.00018990009,0.00040605204,0.00046748293,0.00061990385,2
-745.25507,92.5746,7.9225492,16.14167,4.05505,16.6497,-1.6818451,-0.21822903,-6.448586,1.5144641,0.83214474,-3.9211357,0.11465139,0.11594182,0.13823235,0.09012779,0.05808658,0.042466383,0.033493064,0.026316093,0.01734408,0.013775703,0.016222565,0.016185308,0.013359086,0.009894622,0.009796543,0.0121111,0.010004022,0.0067187194,0.0059114876,0.011270795,0.015616201,0.016452773,0.011910386,0.0055069285,0.00071412657,-0.0054557896,-0.010427462,4
-793.5301,98.96075,9.49366,13.51784,5.4186172,18.77353,-4.983873,2.465256,-5.566164,-1.1980957,5.1360774,-0.41971356,-1.2469531,0.19680174,0.19295041,0.07664941,0.037080277,0.01148612,0.0076664197,0.010560765,0.0156216165,0.01636945,0.018975513,0.011292441,-0.011228883,-0.021075753,0.003733714,-0.0043464317,-0.010422924,-0.012165,-0.006890938,-0.0072619747,0.0022796565,0.009271346,0.008605039,0.0015434199,-0.0027509679,-0.0044088005,0.0057904283,2
-858.831,86.73412,17.767336,21.652828,12.348082,16.633957,2.2173486,5.1389246,0.47897026,0.40649128,5.9678326,1.9608663,-2.6551008,0.19910704,0.1518089,0.07090412,0.04470351,0.015049333,-0.00011395368,0.010787767,0.026194872,0.006008484,0.01688142,0.022629272,0.016203316,0.0065075676,0.026841063,0.022253906,0.027526874,0.026345653,0.0059165154,0.0039188853,0.0006387167,0.0009235459,-0.0017527033,0.0041873087,-0.009502303,-0.010214671,0.007244848,1
-725.3808,55.054478,-0.4937867,4.229373,-5.9913273,-0.95563763,-13.227051,4.731418,-9.371285,-4.631786,-5.9928093,-2.2187493,-5.6683636,0.0020209844,0.002771828,0.002519102,0.0021194764,0.0016033901,0.0010097686,0.0003827349,-0.00023200644,-0.0007909363,-0.0012562718,-0.0015990435,-0.0018010164,-0.0018561186,-0.00010456871,-0.00013592135,-0.000100954094,-4.61933e-05,2.3519573e-05,0.00010177418,0.00018134368,0.00025454417,0.00031399098,0.00035312786,0.0003668088,0.000351767,0.00030690964,8
-610.33356,72.62343,-4.8700514,13.183569,2.485456,10.489113,-6.7645044,2.1125762,-7.499017,-5.3819885,1.9510525,1.2470288,-2.772592,0.123146795,0.14413765,0.08825734,0.057541195,0.053847976,0.05047169,0.041012432,0.034364056,0.03133184,0.0285321,0.025161091,0.02003073,0.014215474,0.052388016,0.050687358,0.009186772,-0.008460212,-0.0021666137,0.004864309,0.006006768,0.0068545775,0.007603322,0.0068146833,0.006089413,0.0054999697,0.0041158395,6
-803.8878,74.00218,7.521502,11.61334,5.102228,13.62416,2.0366423,2.1071424,-2.6691098,-3.4661489,-1.8402294,1.5850312,4.1686974,-0.034356333,-0.047883272,-0.04683533,-0.045906637,-0.044587206,-0.043395028,-0.04161216,-0.038432017,-0.03509765,-0.031777844,-0.028264903,-0.025628122,-0.023376828,0.002009892,0.0028682344,0.002662236,0.0022285543,0.0016644862,0.00086441956,0.00025544493,-0.00012363828,-0.00043692495,-0.00060958194,-0.0009985727,-0.001515654,-0.0018751699,1
-741.6073,70.58751,14.638189,24.162666,4.9546037,17.033943,4.2630286,4.5829043,0.2988217,1.6045129,-1.5766823,1.3463341,3.2112353,-0.0021967844,-0.0030112762,-0.0027236757,-0.0022446185,-0.0015789808,-0.00073612825,0.000271024,0.0014225813,0.002688134,0.004028802,0.005401082,0.006758341,0.008050991,-0.00016908765,-0.00023272625,-0.0002152303,-0.00019453753,-0.00018155162,-0.0001881664,-0.00022500246,-0.00029872512,-0.00041070872,-0.0005562518,-0.0007249322,-0.0009022902,-0.0010721397,3
-707.56964,74.30096,0.22610712,8.071498,-7.8111076,10.34053,-6.704713,-0.22647263,-10.534497,-12.684329,-5.883027,-0.5806324,0.38853025,0.0014995565,0.0021186685,0.0021112498,0.0020938704,0.0020605638,0.0020059447,0.0019266483,0.0018226786,0.0016970788,0.001555322,0.0014032534,0.0012456889,0.0010849318,-0.0071932236,-0.010138458,-0.010035695,-0.0098663075,-0.009632888,-0.0093391985,-0.008989771,-0.008590067,-0.008146158,-0.007664766,-0.007152961,-0.006618156,-0.0060678716,4
-717.7298,75.944496,0.82697237,14.012437,7.490035,13.420283,-5.5804443,2.394565,-6.8565426,-5.061652,-12.865964,-2.4635525,1.9698817,-8.1597804e-08,0.0,1.01997255e-08,-1.01997255e-08,1.01997255e-08,1.01997255e-08,0.0,3.187414e-09,-1.01997255e-08,0.0,5.0998628e-09,-2.5499314e-09,1.2749657e-09,-2.5499314e-09,-1.5299587e-08,0.0,1.2749656e-08,-2.5499314e-09,3.824897e-09,1.2749657e-09,-4.46238e-09,-3.824897e-09,-8.92476e-09,-1.2749657e-09,2.8686726e-09,1.2749657e-09,4
-806.5639,80.15998,20.955921,21.143429,9.498968,19.32367,-1.0562941,11.227419,-8.1535015,-2.0740197,-0.7448071,1.5478394,4.8659062,0.04435269,0.008542386,-0.022474464,-0.009452741,0.008369676,0.01511955,0.005248812,0.0023580655,-0.01956694,-0.019859757,0.018021887,0.027217189,0.025410164,0.07362427,0.08678414,0.01620246,-0.002794481,-0.0066038063,-0.010812454,-0.016235726,-0.008351936,-0.00723211,0.005841457,0.0016542597,-0.020432066,-0.015775766,4
-522.6552,53.544712,-17.911808,4.624565,-8.815179,2.814366,-16.766502,-4.204656,-9.094585,-12.525655,-11.827259,-2.7206738,-2.5777016,0.0,-3.6244156e-08,-4.5305195e-09,1.3591558e-08,9.061039e-09,-1.3591558e-08,4.5305195e-09,1.3591558e-08,2.2652598e-09,9.061039e-09,-9.061039e-09,4.5305195e-09,5.663149e-09,-9.061039e-09,9.061039e-09,9.061039e-09,-1.1326298e-08,6.229464e-09,-1.1326299e-09,5.663149e-09,-4.247362e-09,-6.795779e-09,-5.6631494e-10,1.4157873e-09,5.096834e-09,-8.494724e-10,5
-546.04816,68.046555,-6.88021,7.204604,-0.9996434,-0.99184644,-11.210985,11.726793,-0.35984388,-6.076054,-1.8289099,-2.0279863,0.57223266,-0.0019429269,-0.0027597705,-0.0027947929,-0.0028509614,-0.002924979,-0.0030126956,-0.0031089592,-0.003208122,-0.0033041916,-0.0033911641,-0.0034634,-0.003515761,-0.003543958,0.0025812227,0.0036166061,0.003516118,0.0033517147,0.0031278403,0.0028504378,0.0025267876,0.0021651115,0.0017743931,0.001363919,0.000942991,0.0005205648,0.000104986546,5
-672.2458,62.438564,2.3186529,8.567652,-2.1187623,6.7722497,-9.689175,-2.635483,-7.129227,-6.094929,-6.598285,-2.8981884,1.9478678,0.00013889199,0.00019634895,0.00019632581,0.00019625641,0.00019612788,0.00019599422,0.00019585025,0.00019564976,0.00019542291,0.00019517678,0.00019489916,0.00019459068,0.00019424624,6.679833e-05,9.442661e-05,9.445746e-05,9.4406685e-05,9.435978e-05,9.430226e-05,9.422868e-05,9.412971e-05,9.403589e-05,9.390672e-05,9.376791e-05,9.3618815e-05,9.3458475e-05,5
-669.42676,75.145645,9.768237,29.655006,9.214024,15.480543,-8.670278,0.6579496,-0.14474775,2.1214662,-1.8928553,-3.2202585,1.4442133,-0.20524605,-0.12271651,0.048711646,0.008096354,-0.02691597,-0.027966075,-0.017268563,0.030609686,0.034044065,-0.008275041,-0.0034203415,0.022217004,-0.009097657,-0.04272873,-0.012607284,0.01758919,-0.004102401,0.00046091608,-0.0029673823,-0.009325585,-0.0026167142,0.0010535463,0.001810834,-0.0080420915,-0.009663909,-0.009194491,7
-447.0184,38.0548,-28.319748,-14.812026,-19.621136,-5.8822036,-21.724463,-6.142658,-11.203303,-7.120544,-2.0341735,0.708926,-1.0132174,-0.0003318,-0.00045666253,-0.00041923326,-0.00035913213,-0.00027960356,-0.00018492925,-8.023645e-05,2.87915e-05,0.00013625254,0.00023635392,0.00032364216,0.0003934398,0.00044193465,6.48007e-05,8.9217705e-05,8.1890634e-05,7.015006e-05,5.4618748e-05,3.612441e-05,1.5674179e-05,-5.620042e-06,-2.6608252e-05,-4.6168407e-05,-6.322578e-05,-7.6858654e-05,-8.633345e-05,6
-718.0467,49.8775,-6.828978,10.744345,-3.5518887,-0.8266778,-11.4635725,-0.2583819,-14.837886,-4.7523284,-2.58844,-4.0702686,-2.8518476,-0.00069781434,-0.0009252214,-0.00074772,-0.00047528374,-0.00014009673,0.00021860648,0.0005593054,0.0008431839,0.0010388021,0.001125552,0.0010958702,0.00095563085,0.0007228464,0.000490282,0.0006480487,0.0005177118,0.0003183948,7.46201e-05,-0.00018389017,-0.00042592004,-0.0006227853,-0.00075176236,-0.0007988852,-0.00076034263,-0.00064262596,-0.00046139848,4
-619.4874,63.21659,-14.239236,1.5417172,2.107216,0.35641384,-12.103532,-5.207822,-11.268765,-9.97472,-0.98146075,-3.8096476,-10.138605,-0.013668256,-0.017691847,-0.01425976,-0.011689024,-0.010648974,-0.009194336,-0.005422402,-0.00010019235,0.0040092906,0.0053007277,0.005077064,0.0057623573,0.007816592,0.0016179252,0.0019068269,0.0011597733,0.00075243745,0.00084507756,0.00088596984,0.0003338374,-0.0006311827,-0.0012911658,-0.0012404687,-0.0008516906,-0.00078777934,-0.0011723617,3
-790.9057,60.883522,-9.5427885,12.003174,-0.9707436,2.481617,-13.310852,0.060584724,-9.0046,-7.076045,-2.9800274,-3.1768966,-5.2751637,0.019843502,0.024478316,0.017409874,0.012367126,0.010057972,0.008676452,0.0077243145,0.0066276956,0.0037436166,-0.000681688,-0.0038385924,-0.0048178774,-0.006086339,-0.0068811597,-0.008323762,-0.005327113,-0.003009924,-0.0024818375,-0.003194534,-0.0037640806,-0.0030728772,-0.0011463658,0.00092941953,0.0020621922,0.002147022,0.0021097513,1
-576.3036,60.043446,2.210638,7.7781444,-1.8704069,5.3097515,-10.121504,0.31993464,-9.251161,-4.6418653,-4.2496014,-0.89029646,-6.1225166,-0.00094317575,-0.0013359266,-0.0013415888,-0.001350919,-0.0013638575,-0.0013802684,-0.0013999831,-0.0014228114,-0.001448509,-0.0014767877,-0.0015074079,-0.0015400373,-0.0015743452,-0.0042563626,-0.006009928,-0.005981776,-0.005935085,-0.0058701914,-0.005787581,-0.0056878338,-0.0055716913,-0.0054399744,-0.0052936315,-0.0051336843,-0.004961255,-0.0047775386,8
-479.3985,64.825745,-13.246597,6.2701473,4.657403,9.774086,-11.673078,-2.9904554,-1.3401842,-10.781687,-10.834666,-0.7419663,-0.08984227,3.7126007e-08,-5.568901e-08,-4.640751e-09,-1.3922253e-08,9.281502e-09,9.281502e-09,6.9611263e-09,-4.640751e-09,6.9611263e-09,6.9611263e-09,-9.281502e-09,1.3922253e-08,4.640751e-09,-4.640751e-09,9.281502e-09,1.1601877e-09,1.0441689e-08,-2.9004694e-09,-2.465399e-09,5.8009386e-10,-2.9004693e-10,5.8009386e-10,-5.800939e-09,8.701408e-10,0.0,2.6104223e-09,5
-496.2678,49.986645,-18.407913,-3.8586075,-11.757727,2.7489152,-14.263815,-0.9539722,-8.637378,-11.551074,-8.08666,-0.8164739,-3.1021576,0.017353514,0.024526224,0.024480488,0.024404345,0.024298059,0.024162028,0.02399665,0.023802483,0.023580115,0.023330264,0.02305373,0.022751363,0.022424081,-0.0011773731,-0.0016642193,-0.0016615754,-0.0016571543,-0.0016509567,-0.0016429531,-0.0016331471,-0.0016215158,-0.0016080115,-0.0015926724,-0.0015754116,-0.001556254,-0.0015351513,6
-710.5681,66.104836,-3.5054266,6.176107,-1.2125522,7.1286764,-9.987256,2.9658263,-8.114416,-10.762011,-3.6193204,-5.1335955,-5.040063,0.0,-4.4747182e-08,0.0,0.0,5.5933977e-09,-2.7966989e-09,0.0,2.7966989e-09,-4.1950483e-09,-5.5933977e-09,1.11867955e-08,0.0,0.0,4.1950482e-08,0.0,-2.7966989e-09,-2.7966989e-09,2.7966989e-09,-2.7966989e-09,5.5933977e-09,-1.3983494e-09,0.0,-4.1076516e-09,8.739684e-11,3.6706673e-09,-2.0975242e-09,3
